Categoria,Fundo,Fundo_norm,Data Inicio,Cota (R$),Variacao Dia (%),Acum. Mes (%),Acum. Ano (%),Acum. 12M (%),PL (milhoes R$),Perfil,Perfis,URL,CNPJ,codfundo,Perfil de Risco,Taxa Adm (%),Aplicacao Minima (R$),Conversao Resgate,Pagamento Resgate,doc_lamina,doc_regulamento,doc_inf_comp,doc_comunicado,doc_carta,doc_boletim
RENDA FIXA,CAIXA EXPERT RB ASSET CDI DEB INCENTIVADAS FIC FIF RF CRED PRIV RESP LTDA,CAIXA EXPERT RB ASSET CDI DEB INCENTIVADAS FIC FIF RF CRED PRIV RESP LTDA,15/10/2025,"1,06921896","0,149","1,40","3,47","0,00","311,054",PF,PF,https://www.caixa.gov.br/fundos-investimento/renda-fixa/debentures-incentivadas/caixa-expert-rb-asset-deb-incentivadas-cdi-rf-cred-priv/Paginas/default.aspx,62.890.286/0001-85,7978,Moderado,0.3,10000.0,D+14 (du),D+16 (du),https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_7978.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_7978.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_7978.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_7978.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_7978.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_7978.pdf
RENDA FIXA,CAIXA EXPERT VINLAND DEB IN INFRA RF CRED PRIV LP RESP LTDA,CAIXA EXPERT VINLAND DEB IN INFRA RF CRED PRIV LP RESP LTDA,08/04/2026,-,-,-,-,-,-,PF,PF,,65.789.297/0001-61,7999,Moderado,,10000.0,D+21 (du),D+23 (du),https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_7999.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_7999.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_7999.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_7999.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_7999.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_7999.pdf
RENDA FIXA,CAIXA FIF QUALIFICADO RF CRED PRIV LP - RESP LTDA,CAIXA FIF QUALIFICADO RF CRED PRIV LP - RESP LTDA,01/06/2009,"5,12075400","0,055","1,15","5,62","14,83","851,672",PF,PF | PJ,https://www.caixa.gov.br/fundos-investimento/renda-fixa/caixa-fic-plus-qualificado-rf-credito-privado-lp/Paginas/default.aspx,10.551.353/0001-33,5154,Moderado,0.5,20000.0,D+1 (du),D+04 (du),https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_5154.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5154.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5154.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_5154.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5154.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_5154.pdf
RENDA FIXA,CAIXA FIC FIF EXPERTISE RF CRED PRIV LP RESP LTDA,CAIXA FIC FIF EXPERTISE RF CRED PRIV LP RESP LTDA,02/07/2009,"4,92691900","0,055","1,12","5,62","14,76","3.222,999",PF,PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/renda-fixa/fic-expertise-rf-credito-privado-longo-prazo,10.646.888/0001-98,5156,Moderado,0.5,20000.0,D+0 (du),D+00 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5156.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5156.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5156.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_5156.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5156.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_5156.pdf
RENDA FIXA,CAIXA FIC FIF SELEÇÃO RF RESP LTDA,CAIXA FIC FIF SELECAO RF RESP LTDA,01/10/2003,"29,15120000","0,048","0,97","5,11","28,95","21,029",PF,PF | TODOS,https://www.caixa.gov.br/fundos-investimento/renda-fixa/fic-selecao-rf-longo-prazo,03.737.207/0001-31,5401,Conservador,1.1,30000.0,D+0 (du),D+00 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5401.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5401.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5401.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_5401.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5401.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_5401.pdf
RENDA FIXA,CAIXA FIC FIF PERSONAL RF LP RESP LTDA,CAIXA FIC FIF PERSONAL RF LP RESP LTDA,03/11/1997,"30,50211700","0,055","1,09","5,53","14,47","3.090,447",PF,GOV | PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/renda-fixa/fic-personal-rf-longo-prazo,02.201.163/0001-68,83,Moderado,0.6,50000.0,D+0 (du),D+00 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_0083.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_0083.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_0083.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_0083.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_83.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_83.pdf
RENDA FIXA,CAIXA FIC FIF RENDA FIXA ATIVA LP RESP LTDA,CAIXA FIC FIF RENDA FIXA ATIVA LP RESP LTDA,22/04/2020,"1.768,80217300","0,032","1,00","5,00","13,64","124,407",PF,PF | PJ,https://www.caixa.gov.br/fundos-investimento/renda-fixa/caixa-fic-renda-fixa-ativa-lp/Paginas/default.aspx,35.536.542/0001-68,6482,Moderado,0.4,50000.0,D+0 (du),D+01 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_6482.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_6482.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_6482.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_6482.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_6482.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_6482.pdf
RENDA FIXA,CAIXA INDEXA TESOURO SELIC FIC FIF RF LP - RESP LTDA,CAIXA INDEXA TESOURO SELIC FIC FIF RF LP - RESP LTDA,26/12/2013,"3,21101200","0,053","1,07","5,66","14,74","588,678",PF,PF,https://www.caixa.gov.br/fundos-investimento/voce/renda-fixa/pos-fixados/ate-100.000/caixa-fic-indexa-tesouro-selic-renda-fixa-lp,17.687.735/0001-38,5940,Conservador,0.01,50000.0,D+0 (du),D+00 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5940.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5940.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5940.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_5940.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5940.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_5940.pdf
RENDA FIXA,CAIXA FIC FIF SUPREMO RF LP RESP LTDA,CAIXA FIC FIF SUPREMO RF LP RESP LTDA,04/07/2006,"6,16691500","0,054","1,07","5,43","14,22","121,489",PF,PF | TODOS,https://www.caixa.gov.br/fundos-investimento/renda-fixa/fic-supremo-rf-longo-prazo,07.986.178/0001-00,5406,Moderado,0.8,70000.0,D+0 (du),D+00 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5406.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5406.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5406.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_5406.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5406.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_5406.pdf
RENDA FIXA,CAIXA FIC FIF UNIQUE RF CRED PRIV LP - RL,CAIXA FIC FIF UNIQUE RF CRED PRIV LP - RL,31/07/2024,"1,26456800","0,056","1,14","5,72","15,02","344,859",PF,PF,https://www.caixa.gov.br/fundos-investimento/renda-fixa/caixa-fic-unique-private-cred-priv-lp/Paginas/default.aspx,55.986.292/0001-75,7916,Moderado,0.25,100000.0,D+0 (du),D+00 (du),http://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_7916.pdf,http://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_7916.pdf,http://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_7916.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_7916.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_7916.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_7916.pdf
RENDA FIXA,CAIXA FIC FIF ESPECIAL RF LP RESP LTDA,CAIXA FIC FIF ESPECIAL RF LP RESP LTDA,25/08/2003,"10,55641800","0,055","1,10","5,60","14,69","2.369,834",PF,PF | PJ,https://www.caixa.gov.br/fundos-investimento/renda-fixa/fic-especial-rf-longo-prazo/Paginas/default.aspx,03.737.190/0001-12,84,Moderado,0.4,100000.0,D+0 (du),D+00 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_0084.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_0084.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_0084.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_0084.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_84.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_84.pdf
RENDA FIXA,CAIXA FIF FIDELIDADE PRIVATE RF LP - RESP LTDA,CAIXA FIF FIDELIDADE PRIVATE RF LP - RESP LTDA,02/07/2008,"5,49762600","0,056","1,10","5,70","14,88","551,459",PF,PF,https://www.caixa.gov.br/fundos-investimento/renda-fixa/fi-fidelidade-private-rf-longo-prazo/Paginas/default.aspx,09.181.287/0001-78,5408,Moderado,0.2,200000.0,D+0 (du),D+00 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5408.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5408.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5408.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_5408.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5408.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_5408.pdf
RENDA FIXA,CAIXA FIC FIF MAXI RENDA FIXA CRED PRIV LP - RESP LTDA,CAIXA FIC FIF MAXI RENDA FIXA CRED PRIV LP - RESP LTDA,04/03/2013,"3,55502300","0,055","1,14","5,70","15,00","15.431,671",PF,PF | PJ,https://www.caixa.gov.br/fundos-investimento/renda-fixa/fic-maxi-rf-credito-privado-longo-prazo/Paginas/default.aspx,17.322.725/0001-07,5908,Moderado,0.3,200000.0,D+0 (du),D+00 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5908.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5908.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5908.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_5908.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5908.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_5908.pdf
RENDA FIXA,CAIXA FIF FIDELIDADE II RF CRÉD PRIV LP,CAIXA FIF FIDELIDADE II RF CRED PRIV LP,03/06/2009,"5,28399500","0,055","1,17","5,76","15,21","1.384,208",PF,PF | PJ,https://www.caixa.gov.br/fundos-investimento/renda-fixa/fi-fidelidade-ii-rf-credito-privado-longo-prazo/Paginas/default.aspx,10.322.668/0001-09,5410,Moderado,0.05,1000000.0,D+0 (du),D+00 (du),https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_5410.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5410.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5410.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_5410.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5410.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_5410.pdf
RENDA FIXA REFERENCIADO,CAIXA SIGMA FUNCIONARIOS FIC FIF RF REF DI LP - RESP LTDA,CAIXA SIGMA FUNCIONARIOS FIC FIF RF REF DI LP - RESP LTDA,08/04/2026,-,-,-,-,-,-,PF,PF,,66.034.762/0001-17,8500,Conservador,0.2,0.01,D+0 (du),D+00 (du),https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_8500.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_8500.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_8500.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_8500.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_8500.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_8500.pdf
RENDA FIXA REFERENCIADO,CAIXA FIC FIF BETA RF REF DI LP RESP LTDA,CAIXA FIC FIF BETA RF REF DI LP RESP LTDA,02/10/1995,"30,23758400","0,048","0,96","5,08","13,21","163,886",PF,PF | TODOS,https://www.caixa.gov.br/fundos-investimento/referenciados/fic-beta-ref-di-lp,00.834.072/0001-34,56,Conservador,1.5,0.01,D+0 (du),D+00 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_0056.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_0056.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_0056.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_0056.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_56.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_56.pdf
RENDA FIXA REFERENCIADO,CAIXA FIC FIF GIRO IMEDIATO RF REF DI LP RESP LTDA,CAIXA FIC FIF GIRO IMEDIATO RF REF DI LP RESP LTDA,03/06/2013,"2,80001900","0,047","0,94","5,01","13,03","5.941,253",PF,PF | TODOS,https://www.caixa.gov.br/fundos-investimento/referenciados/fic-giro-imediato-ref-di-longo-prazo,17.502.869/0001-37,5930,Conservador,1.5,1000.0,D+0 (du),D+00 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5930.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5930.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5930.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_5930.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5930.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_5930.pdf
RENDA FIXA REFERENCIADO,CAIXA FIC FIF PLENO REF DI LP RESP LTDA,CAIXA FIC FIF PLENO REF DI LP RESP LTDA,14/06/2010,"3,59252300","0,053","1,06","5,47","14,32","2.168,505",PF,PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/referenciados/fic-pleno-ref-di-longo-prazo,10.740.508/0001-80,5498,Conservador,0.7,1000.0,D+0 (du),D+00 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5498.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5498.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5498.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_5498.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5498.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_5498.pdf
RENDA FIXA REFERENCIADO,CAIXA FIC OMEGA REF DI RF LONGO PRAZO,CAIXA FIC OMEGA REF DI RF LONGO PRAZO,13/05/2024,"1,28621200","0,053","1,07","5,64","14,69","63,321",PF,PF,https://www.caixa.gov.br/fundos-investimento/referenciados/fic-omega-ref-di-longo-prazo/Paginas/default.aspx,55.036.101/0001-04,7914,Conservador,0.15,10000.0,D+0 (du),D+00 (du),http://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_7914.pdf,http://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_7914.pdf,http://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_7914.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_7914.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_7914.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_7914.pdf
RENDA FIXA REFERENCIADO,CAIXA FIC FIF PREFERENCIAL REF DI LP RESP LTDA,CAIXA FIC FIF PREFERENCIAL REF DI LP RESP LTDA,01/10/2003,"9,65132600","0,053","1,07","5,51","14,43","830,131",PF,PF | TODOS,https://www.caixa.gov.br/fundos-investimento/referenciados/fic-preferencial-ref-di-longo-prazo,03.737.211/0001-08,5402,Conservador,0.6,30000.0,D+0 (du),D+00 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5402.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5402.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5402.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_5402.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5402.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_5402.pdf
RENDA FIXA REFERENCIADO,CAIXA FIC FIF SIGMA RF REF DI LP RESP LTDA,CAIXA FIC FIF SIGMA RF REF DI LP RESP LTDA,01/12/2009,"4,44158500","0,052","1,05","5,57","14,54","15.719,475",PF,GOV | PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/referenciados/fic-sigma-ref-di-longo-prazo,10.731.794/0001-17,5171,Conservador,0.35,50000.0,D+0 (du),D+00 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5171.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5171.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5171.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_5171.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5171.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_5171.pdf
RENDA FIXA REFERENCIADO,CAIXA FIC FIF RUBI RF REF DI LP RESP LTDA,CAIXA FIC FIF RUBI RF REF DI LP RESP LTDA,15/07/2009,"4,75741500","0,054","1,10","5,64","14,77","9.412,983",PF,GOV | PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/referenciados/fic-rubi-ref-di-longo-prazo/Paginas/default.aspx,10.646.885/0001-54,5157,Conservador,0.3,200000.0,D+0 (du),D+00 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5157.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5157.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5157.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_5157.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5157.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_5157.pdf
RENDA FIXA REFERENCIADO,CAIXA FIC FIF MEGA RF REFERENC DI LONGO PRAZO - RESP LTDA,CAIXA FIC FIF MEGA RF REFERENC DI LONGO PRAZO - RESP LTDA,03/02/2009,"5,08363500","0,054","1,10","5,66","14,83","20.988,542",PF,PF | PJ,https://www.caixa.gov.br/fundos-investimento/referenciados/fic-mega-ref-di-longo-prazo/Paginas/default.aspx,10.322.633/0001-70,5411,Conservador,0.25,300000.0,D+0 (du),D+00 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5411.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5411.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5411.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_5411.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5411.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_5411.pdf
RENDA FIXA REFERENCIADO,CAIXA FIC FIF TOP PRIVATE RF REF DI LP RESP LTDA,CAIXA FIC FIF TOP PRIVATE RF REF DI LP RESP LTDA,05/05/2014,"3,17518100","0,055","1,11","5,70","14,95","13.310,330",PF,PF | RPPS,https://www.caixa.gov.br/fundos-investimento/referenciados/fic-top-private-ref-di-longo-prazo/Paginas/default.aspx,19.769.018/0001-80,5969,Conservador,0.15,1000000.0,D+0 (du),D+00 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5969.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5969.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5969.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_5969.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5969.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_5969.pdf
RENDA FIXA CURTO PRAZO,CAIXA FIC FIF RENDA FIXA CURTO PRAZO RESP LTDA,CAIXA FIC FIF RENDA FIXA CURTO PRAZO RESP LTDA,14/12/2020,"1.724,16265500","0,051","1,02","5,43","14,19","245,506",PF,PF | PJ,https://www.caixa.gov.br/fundos-investimento/curto-prazo/fic-automatico-polis-rf-cp/Paginas/default.aspx,,,,,,,,,,,,,
MULTIMERCADO,CAIXA FIC FIF FOF SMART CRED PRIV MM LP RESP LTDA,CAIXA FIC FIF FOF SMART CRED PRIV MM LP RESP LTDA,30/08/2023,"1,40949900","0,000","1,33","5,27","14,31","67,622",PF,PF | PJ,https://www.caixa.gov.br/fundos-investimento/multimercado/fic-fof-smart-credito-privado-multimercado-longo-prazo/Paginas/default.aspx,51.943.346/0001-64,7880,Moderado,0.4,0.01,D+46 (du),D+48 (du),https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_7880.pdf,http://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_7880.pdf,http://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_7880.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_7880.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_7880.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_7880.pdf
MULTIMERCADO,CAIXA FIC MULTIGESTOR GLOBAL EQUITIES IE,CAIXA FIC MULTIGESTOR GLOBAL EQUITIES IE,11/11/2020,"1.193,19101100","-0,002","3,81","-4,90","-0,75","36,431",PF,PF | PJ | RPPS | TODOS,https://www.caixa.gov.br/fundos-investimento/multimercado/caixa-multigestor-global-equities-invest-ext/Paginas/default.aspx,39.528.038/0001-77,6518,Arrojado,1.0,0.01,D+7 (du),D+12 (du),https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_6518.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_6518.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_6518.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_6518.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_6518.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_6518.pdf
MULTIMERCADO,CAIXA FIF MULTIMERCADO RV 30 LP RESP LTDA,CAIXA FIF MULTIMERCADO RV 30 LP RESP LTDA,20/06/2000,"12,58799700","-0,139","-1,19","6,04","17,14","540,035",PF,PF | PJ | RPPS | TODOS,https://www.caixa.gov.br/fundos-investimento/multimercado/fi-multimercado-rv30-longo-prazo,,,,,,,,,,,,,
MULTIMERCADO,CAIXA FIC FIF ESTRATÉGIA LIVRE MULTIMERCADO LP RESP LTDA,CAIXA FIC FIF ESTRATEGIA LIVRE MULTIMERCADO LP RESP LTDA,21/10/2019,"1.637,20394000","-0,114","0,08","4,48","13,07","114,507",PF,PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/multimercado/estrategia-livre-mm-lp,34.660.276/0001-18,6439,Moderado,1.5,0.01,D+13 (du),D+15 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_6439.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_6439.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_6439.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_6439.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_6439.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_6439.pdf
