Categoria,Fundo,Fundo_norm,Data Inicio,Cota (R$),Variacao Dia (%),Acum. Mes (%),Acum. Ano (%),Acum. 12M (%),PL (milhoes R$),Perfil,Perfis,URL,CNPJ,codfundo,Perfil de Risco,Taxa Adm (%),Aplicacao Minima (R$),Conversao Resgate,Pagamento Resgate,doc_lamina,doc_regulamento,doc_inf_comp,doc_comunicado,doc_carta
RENDA FIXA,CAIXA FIC FIF RENDA FIXA ATIVA LP RESP LTDA,CAIXA FIC FIF RENDA FIXA ATIVA LP RESP LTDA,22/04/2020,"1.768,23032800","0,057","0,97","4,97","13,63","125,729",PF,PF | PJ,https://www.caixa.gov.br/fundos-investimento/renda-fixa/caixa-fic-renda-fixa-ativa-lp/Paginas/default.aspx,35.536.542/0001-68,6482,Moderado,0.4,50000.0,D+0 (du),D+01 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_6482.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_6482.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_6482.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_6482.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_6482.pdf
RENDA FIXA,CAIXA INDEXA TESOURO SELIC FIC FIF RF LP - RESP LTDA,CAIXA INDEXA TESOURO SELIC FIC FIF RF LP - RESP LTDA,26/12/2013,"3,20929300","0,054","1,02","5,60","14,74","586,833",PF,PF,https://www.caixa.gov.br/fundos-investimento/voce/renda-fixa/pos-fixados/ate-100.000/caixa-fic-indexa-tesouro-selic-renda-fixa-lp,17.687.735/0001-38,5940,Conservador,0.01,50000.0,D+0 (du),D+00 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5940.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5940.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5940.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_5940.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5940.pdf
RENDA FIXA,CAIXA FIC FIF SUPREMO RF LP RESP LTDA,CAIXA FIC FIF SUPREMO RF LP RESP LTDA,04/07/2006,"6,16357300","0,055","1,01","5,37","14,22","122,581",PF,PF | TODOS,https://www.caixa.gov.br/fundos-investimento/renda-fixa/fic-supremo-rf-longo-prazo,07.986.178/0001-00,5406,Moderado,0.8,70000.0,D+0 (du),D+00 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5406.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5406.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5406.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_5406.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5406.pdf
RENDA FIXA,CAIXA FIC FIF UNIQUE RF CRED PRIV LP - RL,CAIXA FIC FIF UNIQUE RF CRED PRIV LP - RL,31/07/2024,"1,26385900","0,056","1,09","5,66","15,02","336,196",PF,PF,https://www.caixa.gov.br/fundos-investimento/renda-fixa/caixa-fic-unique-private-cred-priv-lp/Paginas/default.aspx,55.986.292/0001-75,7916,Moderado,0.25,100000.0,D+0 (du),D+00 (du),http://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_7916.pdf,http://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_7916.pdf,http://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_7916.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_7916.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_7916.pdf
RENDA FIXA,CAIXA FIC FIF ESPECIAL RF LP RESP LTDA,CAIXA FIC FIF ESPECIAL RF LP RESP LTDA,25/08/2003,"10,55052700","0,057","1,04","5,54","14,69","2.387,712",PF,PF | PJ,https://www.caixa.gov.br/fundos-investimento/renda-fixa/fic-especial-rf-longo-prazo/Paginas/default.aspx,03.737.190/0001-12,84,Moderado,0.4,100000.0,D+0 (du),D+00 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_0084.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_0084.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_0084.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_0084.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_84.pdf
RENDA FIXA,CAIXA FIF FIDELIDADE PRIVATE RF LP - RESP LTDA,CAIXA FIF FIDELIDADE PRIVATE RF LP - RESP LTDA,02/07/2008,"5,49451900","0,056","1,04","5,64","14,88","555,805",PF,PF,https://www.caixa.gov.br/fundos-investimento/renda-fixa/fi-fidelidade-private-rf-longo-prazo/Paginas/default.aspx,09.181.287/0001-78,5408,Moderado,0.2,200000.0,D+0 (du),D+00 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5408.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5408.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5408.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_5408.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5408.pdf
RENDA FIXA,CAIXA FIC FIF MAXI RENDA FIXA CRED PRIV LP - RESP LTDA,CAIXA FIC FIF MAXI RENDA FIXA CRED PRIV LP - RESP LTDA,04/03/2013,"3,55303400","0,056","1,08","5,64","15,00","15.548,132",PF,PF | PJ,https://www.caixa.gov.br/fundos-investimento/renda-fixa/fic-maxi-rf-credito-privado-longo-prazo/Paginas/default.aspx,17.322.725/0001-07,5908,Moderado,0.3,50000.0,D+0 (du),D+00 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5908.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5908.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5908.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_5908.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5908.pdf
RENDA FIXA,CAIXA FIF FIDELIDADE II RF CRÉD PRIV LP,CAIXA FIF FIDELIDADE II RF CRED PRIV LP,03/06/2009,"5,28106100","0,058","1,11","5,70","15,21","1.389,713",PF,PF | PJ,https://www.caixa.gov.br/fundos-investimento/renda-fixa/fi-fidelidade-ii-rf-credito-privado-longo-prazo/Paginas/default.aspx,10.322.668/0001-09,5410,Moderado,0.05,1000000.0,D+0 (du),D+00 (du),https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_5410.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5410.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5410.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_5410.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5410.pdf
RENDA FIXA REFERENCIADO,CAIXA FIC FIF BETA RF REF DI LP RESP LTDA,CAIXA FIC FIF BETA RF REF DI LP RESP LTDA,02/10/1995,"30,22306900","0,049","0,91","5,03","13,21","165,025",PF,PF | TODOS,https://www.caixa.gov.br/fundos-investimento/referenciados/fic-beta-ref-di-lp,00.834.072/0001-34,56,Conservador,1.5,0.01,D+0 (du),D+00 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_0056.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_0056.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_0056.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_0056.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_56.pdf
RENDA FIXA REFERENCIADO,CAIXA SIGMA FUNCIONARIOS FIC FIF RF REF DI LP - RESP LTDA,CAIXA SIGMA FUNCIONARIOS FIC FIF RF REF DI LP - RESP LTDA,08/04/2026,-,-,-,-,-,-,PF,PF,,66.034.762/0001-17,8500,Conservador,0.2,0.01,D+0 (du),D+00 (du),https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_8500.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_8500.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_8500.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_8500.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_8500.pdf
RENDA FIXA REFERENCIADO,CAIXA FIC FIF GIRO IMEDIATO RF REF DI LP RESP LTDA,CAIXA FIC FIF GIRO IMEDIATO RF REF DI LP RESP LTDA,03/06/2013,"2,79869700","0,047","0,89","4,96","13,03","5.946,271",PF,PF | TODOS,https://www.caixa.gov.br/fundos-investimento/referenciados/fic-giro-imediato-ref-di-longo-prazo,17.502.869/0001-37,5930,Conservador,1.5,1000.0,D+0 (du),D+00 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5930.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5930.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5930.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_5930.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5930.pdf
RENDA FIXA REFERENCIADO,CAIXA FIC FIF PLENO REF DI LP RESP LTDA,CAIXA FIC FIF PLENO REF DI LP RESP LTDA,14/06/2010,"3,59060700","0,053","1,01","5,41","14,32","2.184,635",PF,PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/referenciados/fic-pleno-ref-di-longo-prazo,10.740.508/0001-80,5498,Conservador,0.7,1000.0,D+0 (du),D+00 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5498.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5498.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5498.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_5498.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5498.pdf
RENDA FIXA REFERENCIADO,CAIXA FIC OMEGA REF DI RF LONGO PRAZO,CAIXA FIC OMEGA REF DI RF LONGO PRAZO,13/05/2024,"1,28552700","0,055","1,01","5,58","14,69","63,995",PF,PF,https://www.caixa.gov.br/fundos-investimento/referenciados/fic-omega-ref-di-longo-prazo/Paginas/default.aspx,55.036.101/0001-04,7914,Conservador,0.15,10000.0,D+0 (du),D+00 (du),http://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_7914.pdf,http://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_7914.pdf,http://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_7914.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_7914.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_7914.pdf
RENDA FIXA REFERENCIADO,CAIXA FIC FIF PREFERENCIAL REF DI LP RESP LTDA,CAIXA FIC FIF PREFERENCIAL REF DI LP RESP LTDA,01/10/2003,"9,64614300","0,054","1,02","5,45","14,43","838,232",PF,PF | TODOS,https://www.caixa.gov.br/fundos-investimento/referenciados/fic-preferencial-ref-di-longo-prazo,03.737.211/0001-08,5402,Conservador,0.6,30000.0,D+0 (du),D+00 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5402.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5402.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5402.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_5402.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5402.pdf
RENDA FIXA REFERENCIADO,CAIXA FIC FIF SIGMA RF REF DI LP RESP LTDA,CAIXA FIC FIF SIGMA RF REF DI LP RESP LTDA,01/12/2009,"4,43924600","0,054","1,00","5,52","14,53","15.803,258",PF,GOV | PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/referenciados/fic-sigma-ref-di-longo-prazo,10.731.794/0001-17,5171,Conservador,0.35,5000.0,D+0 (du),D+00 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5171.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5171.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5171.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_5171.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5171.pdf
RENDA FIXA REFERENCIADO,CAIXA FIC FIF RUBI RF REF DI LP RESP LTDA,CAIXA FIC FIF RUBI RF REF DI LP RESP LTDA,15/07/2009,"4,75480300","0,055","1,04","5,58","14,78","9.471,954",PF,GOV | PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/referenciados/fic-rubi-ref-di-longo-prazo/Paginas/default.aspx,10.646.885/0001-54,5157,Conservador,0.3,100000.0,D+0 (du),D+00 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5157.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5157.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5157.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_5157.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5157.pdf
RENDA FIXA REFERENCIADO,CAIXA FIC FIF MEGA RF REFERENC DI LONGO PRAZO - RESP LTDA,CAIXA FIC FIF MEGA RF REFERENC DI LONGO PRAZO - RESP LTDA,03/02/2009,"5,08085900","0,055","1,04","5,60","14,83","21.102,523",PF,PF | PJ,https://www.caixa.gov.br/fundos-investimento/referenciados/fic-mega-ref-di-longo-prazo/Paginas/default.aspx,,,,,,,,,,,,
RENDA FIXA REFERENCIADO,CAIXA FIC FIF TOP PRIVATE RF REF DI LP RESP LTDA,CAIXA FIC FIF TOP PRIVATE RF REF DI LP RESP LTDA,05/05/2014,"3,17341800","0,055","1,05","5,64","14,95","13.359,359",PF,PF | RPPS,https://www.caixa.gov.br/fundos-investimento/referenciados/fic-top-private-ref-di-longo-prazo/Paginas/default.aspx,19.769.018/0001-80,5969,Conservador,0.15,100000.0,D+0 (du),D+00 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5969.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5969.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5969.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_5969.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5969.pdf
RENDA FIXA CURTO PRAZO,CAIXA FIC FIF RENDA FIXA CURTO PRAZO RESP LTDA,CAIXA FIC FIF RENDA FIXA CURTO PRAZO RESP LTDA,14/12/2020,"1.723,27960700","0,051","0,97","5,37","14,19","248,329",PF,PF | PJ,https://www.caixa.gov.br/fundos-investimento/curto-prazo/fic-automatico-polis-rf-cp/Paginas/default.aspx,,,,,,,,,,,,
MULTIMERCADO,CAIXA FIC FIF FOF SMART CRED PRIV MM LP RESP LTDA,CAIXA FIC FIF FOF SMART CRED PRIV MM LP RESP LTDA,30/08/2023,"1,40737500","-0,100","1,18","5,11","14,21","68,089",PF,PF | PJ,https://www.caixa.gov.br/fundos-investimento/multimercado/fic-fof-smart-credito-privado-multimercado-longo-prazo/Paginas/default.aspx,51.943.346/0001-64,7880,Moderado,0.4,0.01,D+46 (du),D+48 (du),https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_7880.pdf,http://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_7880.pdf,http://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_7880.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_7880.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_7880.pdf
MULTIMERCADO,CAIXA FIC MULTIGESTOR GLOBAL EQUITIES IE,CAIXA FIC MULTIGESTOR GLOBAL EQUITIES IE,11/11/2020,"1.201,73817000","0,000","4,55","-4,22","-0,44","36,689",PF,PF | PJ | RPPS | TODOS,https://www.caixa.gov.br/fundos-investimento/multimercado/caixa-multigestor-global-equities-invest-ext/Paginas/default.aspx,39.528.038/0001-77,6518,Arrojado,1.0,0.01,D+7 (du),D+12 (du),https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_6518.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_6518.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_6518.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_6518.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_6518.pdf
MULTIMERCADO,CAIXA FIF MULTIMERCADO RV 30 LP RESP LTDA,CAIXA FIF MULTIMERCADO RV 30 LP RESP LTDA,20/06/2000,"12,60560700","-0,032","-1,05","6,19","17,22","540,035",PF,PF | PJ | RPPS | TODOS,https://www.caixa.gov.br/fundos-investimento/multimercado/fi-multimercado-rv30-longo-prazo,,,,,,,,,,,,
MULTIMERCADO,CAIXA FIC FIF ESTRATÉGIA LIVRE MULTIMERCADO LP RESP LTDA,CAIXA FIC FIF ESTRATEGIA LIVRE MULTIMERCADO LP RESP LTDA,21/10/2019,"1.637,83796800","-0,006","0,12","4,52","13,14","115,439",PF,PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/multimercado/estrategia-livre-mm-lp,35.536.472/0001-48,6479,Moderado,0.6,0.01,D+13 (du),D+15 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_6479.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_6479.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_6479.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_6479.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_6479.pdf
MULTIMERCADO,CAIXA FIF INDEXA SHORT DOLAR MM LP RESP LTDA,CAIXA FIF INDEXA SHORT DOLAR MM LP RESP LTDA,26/10/2020,"2.425,93346700","0,615","0,04","18,10","38,09","12,811",PF,GOV | PF | PJ | RPPS,https://www.caixa.gov.br/fundos-investimento/multimercado/caixa-fi-indexa-short-dolar-mult-lp/Paginas/default.aspx,29.157.511/0001-01,6446,Moderado,0.8,0.01,D+1 (du),D+01 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_6446.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_6446.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_6446.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_6446.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_6446.pdf
MULTIMERCADO,CAIXA CARTEIRA QUANT DUO FIC FIF MM LP RESP LTDA,CAIXA CARTEIRA QUANT DUO FIC FIF MM LP RESP LTDA,07/04/2026,-,-,-,-,-,-,PF,PF | PJ,,65.795.043/0001-56,7990,Arrojado,0.8,0.01,D+8 (du),D+10 (du),https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_7990.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_7990.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_7990.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_7990.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_7990.pdf
MULTIMERCADO,CAIXA FIC FIF FOF SMART LONG SHORT LP RESP LTDA,CAIXA FIC FIF FOF SMART LONG SHORT LP RESP LTDA,18/07/2023,"1,25246300","-0,056","-0,26","2,54","10,84","6,430",PF,PF | PJ,https://www.caixa.gov.br/fundos-investimento/multimercado/caixa-fic-fof-smart-long-short-mm/Paginas/default.aspx,51.408.738/0001-23,7877,Moderado,1.0,0.01,D+24 (du),D+26 (du),https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_7877.pdf,http://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_7877.pdf,http://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_7877.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_7877.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_7877.pdf
MULTIMERCADO,CAIXA FIC LONG BIAS MM,CAIXA FIC LONG BIAS MM,01/04/2024,"1,14588800","-0,239","-5,30","-1,17","13,33","3,471",PF,PF | PJ,https://www.caixa.gov.br/fundos-investimento/multimercado/caixa-fic-fof-smart-long-bias-mm/Paginas/default.aspx,54.439.846/0001-51,6950,Moderado,2.0,0.01,D+13 (du),D+15 (du),http://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_6950.pdf,http://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_6950.pdf,http://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_6950.pdf,http://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_6950.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_6950.pdf
MULTIMERCADO,CAIXA CARTEIRA QUANT QUALI FIC FIF MM LP RESP LTDA,CAIXA CARTEIRA QUANT QUALI FIC FIF MM LP RESP LTDA,07/04/2026,-,-,-,-,-,-,PF,PF | PJ,,65.795.384/0001-21,7991,Agressivo,0.8,0.01,D+14 (du),D+16 (du),https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_7991.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_7991.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_7991.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_7991.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_7991.pdf
MULTIMERCADO,CAIXA FIC FIF FOF SMART LONG BIAS MM RESP LTDA,CAIXA FIC FIF FOF SMART LONG BIAS MM RESP LTDA,18/07/2023,"1,42936300","0,463","-2,67","4,71","18,21","11,890",PF,PF | PJ,https://www.caixa.gov.br/fundos-investimento/multimercado/caixa-fic-fof-smart-long-bias-mm/Paginas/default.aspx,51.408.950/0001-90,7876,Moderado,1.0,0.01,D+24 (du),D+26 (du),https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_7876.pdf,http://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_7876.pdf,http://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_7876.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_7876.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_7876.pdf
MULTIMERCADO,CAIXA CARTEIRA QUANT UNO FIC FIF MM LP RESP LTDA,CAIXA CARTEIRA QUANT UNO FIC FIF MM LP RESP LTDA,07/04/2026,-,-,-,-,-,-,PF,PF | PJ,,65.794.476/0001-97,7992,Moderado,0.8,0.01,D+1 (du),D+03 (du),https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_7992.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_7992.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_7992.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_7992.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_7992.pdf
MULTIMERCADO,CAIXA FIF INDEXA EURO MM LONGO PRAZO RESP LTDA,CAIXA FIF INDEXA EURO MM LONGO PRAZO RESP LTDA,01/04/2024,"1,10633100","-0,377","0,79","-8,24","-7,15","3,740",PF,GOV | PF | PJ | RPPS,https://www.caixa.gov.br/fundos-investimento/multimercado/fi-euro-multimercado-longo-prazo/Paginas/default.aspx,54.483.566/0001-40,7910,Arrojado,0.8,0.01,D+1 (du),D+03 (du),http://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_7910.pdf,http://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_7910.pdf,http://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_7910.pdf,http://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_7910.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_7910.pdf
MULTIMERCADO,CAIXA FIC FIF ESTRATÉGICO MULTIMERCADO LP RESP LTDA,CAIXA FIC FIF ESTRATEGICO MULTIMERCADO LP RESP LTDA,10/04/2006,"5,34058191","-0,003","0,16","4,08","12,92","33,121",PF,PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/multimercado/fic-estrategico-multimercado-longo-prazo,03.737.200/0001-10,5490,Moderado,1.2,0.01,D+0 (du),D+01 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5490.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5490.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5490.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_5490.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5490.pdf
